"","V1"
"1",-1.395
"2",-2.90454545454546
"3",0.891666666666666
"4",-0.974999999999998
"5",-2.20357142857142
"6",-0.112500000000001
"7",5.6
"8",-0.194736842105257
"9",4.86134453781511
"10",0.378947368421052
"11",-5.70666666666667
"12",-1.244
"13",0.853333333333339
"14",7.10625
"15",-12.4739130434783
"16",-0.663414634146342
"17",28.2238095238095
"18",-0.434375000000003
"19",0.868292682926828
"20",4.86134453781511
"21",4.43589743589743
"22",-4.56363636363636
"23",-0.926315789473684
"24",1.58387096774193
"25",-3.35555555555555
"26",3.775
"27",-4.46896551724138
"28",-3.35714285714286
"29",1.86666666666666
"30",-2.7
"31",3.49491525423729
"32",2.225
"33",-5.49545454545454
"34",-11.11
"35",10.9
"36",0.548901098901098
"37",2.78888888888889
"38",-0.524999999999999
"39",7.75862068965517
"40",-8.6939393939394
"41",8.105
"42",-2.90454545454546
"43",-0.433333333333337
"44",-10.735
"45",-0.899999999999999
"46",6.53939393939396
"47",2.73703703703703
"48",2.7
"49",1.375
"50",0.475999999999999
"51",-0.974999999999998
"52",-0.602777777777774
"53",3.63333333333333
"54",1.91714285714285
"55",0.548901098901098
"56",3.48793103448276
"57",6.61320754716981
"58",5.25
"59",-10.35
"60",-12.4739130434783
"61",5.44347826086956
"62",22.26
"63",-1.5375
"64",-10.5090909090909
"65",16.4571428571429
"66",7.75862068965517
"67",3.71818181818182
"68",2.04
"69",-0.112500000000001
"70",-3.716
"71",-12.4739130434783
"72",17.31
"73",-3.716
"74",7.75862068965517
"75",3.76857142857143
"76",0.277777777777779
"77",-2.90454545454546
"78",-2.67272727272727
"79",-0.640000000000008
"80",-0.926315789473684
"81",-0.988888888888894
"82",-2.12
"83",0.853333333333339
"84",-0.841666666666665
"85",4.04444444444444
"86",-2.90454545454546
"87",-2.7625
"88",-1.98571428571429
"89",1.80757575757576
"90",-44.7142857142857
"91",-0.947727272727271
"92",46.7733333333333
"93",26.4481481481482
"94",6.61320754716981
"95",-4.54054054054054
"96",-5.18333333333333
"97",-3.88571428571429
"98",0.378947368421052
"99",4.86134453781511
"100",-2.65
"101",4.74615384615385
"102",1.58387096774193
"103",-0.531578947368422
"104",2.01428571428571
"105",3.35714285714286
"106",6.8375
"107",2.17142857142858
"108",7.03333333333333
"109",1.3
"110",-3.30666666666667
"111",1.23166666666667
"112",23.8909090909091
"113",-8.6939393939394
"114",-2.04375
"115",-0.914285714285711
"116",18.0894736842105
"117",3.49491525423729
"118",-2.34545454545457
"119",5.71666666666666
"120",-0.947727272727271
"121",-1.85
"122",18.1707317073171
"123",-8.6939393939394
"124",-3.99117647058823
"125",0.868292682926828
"126",-8.6939393939394
"127",6.46944444444445
"128",-1.22857142857143
"129",-5.11
"130",-1.68571428571429
"131",1.58387096774193
"132",2.90000000000001
"133",1.85
"134",-0.112500000000001
"135",-1.3943396226415
"136",0.378947368421052
"137",-1.02571428571429
"138",1.02727272727273
"139",-0.947727272727271
"140",1.41
"141",1.95468749999999
"142",-8.6939393939394
"143",-17.6615384615385
"144",5.11315789473684
"145",0.548901098901098
"146",1.475
"147",-0.349999999999998
"148",17.0838709677419
"149",4.86134453781511
"150",-0.899999999999999
"151",0.868292682926828
"152",-2.80714285714286
"153",42.9235294117647
"154",0.310526315789474
"155",4.86134453781511
"156",22.35
"157",1.56666666666666
"158",26.4481481481482
"159",0.753846153846155
"160",-3.28181818181818
"161",18.1707317073171
"162",4.43589743589743
"163",-0.112500000000001
"164",-0.947727272727271
"165",7.75862068965517
"166",8.105
"167",7.75862068965517
"168",-4.08787878787879
"169",0.378947368421052
"170",-13.7615384615385
"171",6.8375
"172",1.07083333333334
"173",4.86134453781511
"174",12.8428571428571
"175",4.27777777777777
"176",4.86134453781511
"177",0.850000000000001
"178",1.86666666666666
"179",-2.52222222222222
"180",0.942857142857143
"181",-2.52222222222222
"182",7.75862068965517
"183",1.07083333333334
"184",10.5111111111111
"185",3.14814814814815
"186",-1.3943396226415
"187",2.25762711864407
"188",0.378947368421052
"189",-1.3943396226415
"190",-0.509999999999998
"191",3.14814814814815
"192",6.66666666666669
"193",-44.7142857142857
"194",3.38571428571429
"195",-2.52105263157895
"196",5.67
"197",10.9
"198",0.280000000000001
"199",1.16046511627907
"200",2.17142857142858
"201",-0.524999999999999
"202",0.971428571428572
"203",5.6
"204",2.68064516129032
"205",0.548901098901098
"206",0.378947368421052
"207",0.586842105263159
"208",1.23166666666667
"209",-0.633333333333333
"210",6.61320754716981
"211",-11.11
"212",4.86134453781511
"213",-0.0333333333333332
"214",1.95468749999999
"215",-3.30666666666667
"216",-2.18695652173913
"217",18.1707317073171
"218",10.9
"219",1.21212121212121
"220",7.75862068965517
"221",-0.633333333333333
"222",-0.275000000000006
"223",0.378947368421052
"224",0.905882352941177
"225",1.23166666666667
"226",1.58387096774193
"227",-4.37777777777778
"228",6.46944444444445
"229",4.86134453781511
"230",6.61320754716981
"231",-0.275000000000006
"232",-2.90454545454546
"233",0.891666666666666
"234",7.10625
"235",6.76153846153845
"236",4.86134453781511
"237",1.06666666666667
"238",11.0590909090909
"239",0.968421052631577
"240",5.40384615384616
"241",-1.24615384615385
"242",4.86134453781511
"243",-2.36666666666667
"244",0.891666666666666
"245",4.86134453781511
"246",2.13157894736842
"247",18.1707317073171
"248",-2.0695652173913
"249",13.6888888888889
"250",-0.926315789473684
"251",18.1707317073171
"252",1.95468749999999
"253",0.375
"254",4.26216216216217
"255",0.608888888888892
"256",0.378947368421052
"257",-1.67419354838709
"258",2.68064516129032
"259",0.378947368421052
"260",18.1707317073171
"261",0.0200000000000031
"262",0.853333333333339
"263",-5.70666666666667
"264",2.68064516129032
"265",4.04444444444444
"266",5.58717948717948
"267",0.548901098901098
"268",8.105
"269",6.46944444444445
"270",7.75862068965517
"271",3.58333333333333
"272",1.52222222222223
"273",-0.695454545454545
"274",1.16046511627907
"275",3.47857142857142
"276",1.58387096774193
"277",7.75862068965517
"278",1.65833333333333
"279",-2.28421052631579
"280",0.378947368421052
"281",-1.88888888888889
"282",7.75862068965517
"283",1.91111111111111
"284",3.58333333333333
"285",4.86134453781511
"286",1.58387096774193
"287",-0.483333333333331
"288",0.378947368421052
"289",-0.663414634146342
"290",3.33157894736842
"291",-3.35555555555555
"292",4.04444444444444
"293",-1.22857142857143
"294",7.75862068965517
"295",0.548901098901098
"296",2.01428571428571
"297",1.58387096774193
"298",7.75862068965517
"299",2.40555555555556
"300",20.7333333333333
"301",-1.02571428571429
"302",-2.20357142857142
"303",-0.194736842105257
"304",2.22857142857143
"305",14.5954545454545
"306",98.2333333333333
"307",1.58387096774193
"308",-0.695454545454545
"309",-0.955000000000002
"310",-0.922222222222222
"311",-0.473913043478259
"312",-24.9
"313",-3.275
"314",7.75862068965517
"315",7.75862068965517
"316",3.49491525423729
"317",1.02727272727273
"318",0.949999999999996
"319",-2.225
"320",-0.0941176470588232
"321",1.91714285714285
"322",26.4481481481482
"323",0.526923076923076
"324",4.04444444444444
"325",9.75769230769231
"326",0.548901098901098
"327",1.85
"328",-8.6939393939394
"329",-0.889285714285712
"330",-2.90454545454546
"331",10.9
"332",-1.5375
"333",4.08
"334",-0.279999999999987
"335",18.1707317073171
"336",8.5
"337",1.50434782608696
"338",0.548901098901098
"339",0.853333333333339
"340",-1.88888888888889
"341",16.4571428571429
"342",3.63333333333334
"343",-1.61086956521739
"344",-2.85714285714286
"345",-0.974999999999998
"346",-3.275
"347",4.71000000000001
"348",1.85
"349",0.548901098901098
"350",4.43589743589743
"351",-2.90454545454546
"352",2.17142857142858
"353",-0.00555555555555998
"354",-2.91578947368421
"355",0.475999999999999
"356",2.25762711864407
"357",4.08
"358",18.1707317073171
"359",-0.914285714285718
"360",5.6
"361",-2.48
"362",-4.71111111111112
"363",11.4
"364",-7.51052631578948
"365",-1.61086956521739
"366",-0.974999999999998
"367",0.548901098901098
"368",1.07083333333334
"369",6.61320754716981
"370",22.3724137931035
"371",6.3
"372",4.86134453781511
"373",5.40384615384616
"374",-0.0444444444444443
"375",-10.864705882353
"376",4.86134453781511
"377",-2.03939393939394
"378",4.43589743589743
"379",17.0333333333333
"380",-0.434375000000003
"381",-0.0941176470588232
"382",-0.517391304347825
"383",22.3724137931035
"384",-0.841666666666665
"385",-0.799999999999997
"386",-104.6
"387",-0.695454545454545
"388",-2.225
"389",-1.67419354838709
"390",-11.2214285714286
"391",1.23166666666667
"392",1.46923076923077
"393",4.43589743589743
"394",5.95757575757575
"395",46.7666666666667
"396",11.0590909090909
"397",4.27777777777777
"398",7.75862068965517
"399",-4.60666666666666
"400",1.58387096774193
"401",0.915151515151507
"402",5.95757575757575
"403",-1.24285714285714
"404",-0.0444444444444443
"405",-2.47894736842105
"406",-1
"407",1.91111111111111
"408",0.277777777777779
"409",5.44347826086956
"410",-1.24285714285714
"411",-0.838461538461537
"412",5.67
"413",3.16363636363636
"414",4.60000000000001
"415",0.548901098901098
"416",4.43589743589743
"417",7.75862068965517
"418",-2.25106382978723
"419",-0.922222222222222
"420",-2.90454545454546
"421",-0.0444444444444443
"422",-0.799999999999997
"423",-0.926315789473684
"424",-1.3943396226415
