"","V1"
"1",NA
"2",-23.5181818181818
"3",-16.0111111111111
"4",1.09090909090909
"5",2.44166666666667
"6",8.64561403508772
"7",NA
"8",2.5
"9",62.0047619047619
"10",NA
"11",4.92068965517241
"12",1.68181818181818
"13",-20.77
"14",-8.36451612903226
"15",33.372972972973
"16",0.866666666666665
"17",18.8431034482759
"18",-0.911111111111111
"19",-8.07058823529411
"20",NA
"21",7.09285714285714
"22",7.44666666666667
"23",-0.893750000000001
"24",-0.664285714285715
"25",0.0545454545454547
"26",-25.275
"27",13.553488372093
"28",9.1
"29",NA
"30",20.8695652173913
"31",4.34
"32",-7.00384615384615
"33",18.7333333333333
"34",7.09285714285714
"35",12.0882352941176
"36",16.6555555555556
"37",NA
"38",28.5214285714286
"39",61.6416666666667
"40",-0.308
"41",-0.911111111111111
"42",3.25833333333333
"43",5.77
"44",8.59375
"45",NA
"46",13.8777777777778
"47",1.495
"48",26.4615384615385
"49",NA
"50",7.78181818181818
"51",45.9714285714286
"52",11.535593220339
"53",20.8695652173913
"54",7.34736842105263
"55",NA
"56",5.8
"57",-0.86875
"58",-2.73333333333333
"59",31.9815789473684
"60",NA
"61",-22.5
"62",14.0952380952381
"63",-11.22
"64",2.39565217391304
"65",-8.7875
"66",4.92068965517241
"67",-4.14285714285714
"68",29.8266666666667
"69",-8.05
"70",-5.1
"71",-2.0469696969697
"72",NA
"73",16.7846153846154
"74",-0.308
"75",NA
"76",31.5393939393939
"77",3.77647058823529
"78",18.8431034482759
"79",3.5
"80",-0.308
"81",NA
"82",43.3166666666667
"83",8.11318681318681
"84",9.81578947368421
"85",-8.7875
"86",23.0636363636364
"87",2.33076923076923
"88",27.7142857142857
"89",4.92068965517241
"90",NA
"91",17.965
"92",6.53333333333333
"93",7.91842105263158
"94",7.9
"95",-23.9
"96",19.25
"97",66.0333333333333
"98",-9.5
"99",-3.32727272727273
"100",-2.31666666666667
"101",16.115
"102",32.9977777777778
"103",8.92608695652174
"104",NA
"105",27.7142857142857
"106",-19.54
"107",22.8016949152542
"108",-2.15833333333333
"109",11.515
"110",8.56190476190476
"111",12.9421052631579
"112",-2.17142857142857
"113",-1.98888888888889
"114",3.1
"115",NA
"116",1.11904761904762
"117",10.6666666666667
"118",2.91764705882353
"119",-50.8333333333333
"120",0.0909090909090899
"121",18.7333333333333
"122",8.95238095238095
"123",-17.528
"124",10.6666666666667
"125",-11.9529411764706
"126",NA
"127",-0.911111111111111
"128",NA
"129",-3.15454545454546
"130",-2.33225806451613
"131",5.77
"132",9.1
"133",0
"134",11.535593220339
"135",NA
"136",64.56
"137",-21.45
"138",7.23928571428571
"139",NA
"140",11.83
"141",-2.34583333333333
"142",-0.0866666666666696
"143",4.08333333333333
"144",-11.8166666666667
"145",NA
"146",NA
"147",NA
"148",7.91842105263158
"149",8.11318681318681
"150",-23.9
"151",-24.4833333333333
"152",-23.9
"153",4.19
"154",62.0047619047619
"155",24.9454545454545
"156",32.9977777777778
"157",-0.664285714285715
"158",8.015
"159",18.8431034482759
"160",4.92068965517241
"161",7.91842105263158
"162",12.49
"163",48.9190476190476
"164",1.11904761904762
"165",-17.0083333333333
"166",-11.7305555555556
"167",32.9977777777778
"168",1.775
"169",NA
"170",2.98333333333333
"171",1.65
"172",NA
"173",7.1
"174",15.1888888888889
"175",7.91842105263158
"176",-2.31666666666667
"177",26.0076923076923
"178",NA
"179",6.65454545454545
"180",-0.75340909090909
"181",-5.69473684210526
"182",19.60625
"183",-1.64375
"184",-0.788461538461538
"185",12.8075471698113
"186",NA
"187",NA
"188",0.734782608695653
"189",1.65
"190",4.92068965517241
"191",1.495
"192",49.0363636363636
"193",29.7384615384615
"194",8.015
"195",NA
"196",NA
"197",15.1727272727273
"198",-1.74545454545454
"199",-0.275757575757577
"200",NA
"201",-0.75340909090909
"202",-23.1285714285714
"203",4.92068965517241
"204",24.9941176470588
"205",NA
"206",-6.36666666666667
"207",-2.10294117647059
"208",NA
"209",4.71428571428571
"210",-4.23636363636364
"211",4.92068965517241
"212",10.4214285714286
"213",-5.11
"214",-1.80434782608696
"215",-0.486956521739131
"216",-23.5181818181818
"217",9.54615384615385
"218",13.3133333333333
"219",42.1827586206897
"220",-7.17619047619048
"221",NA
"222",NA
"223",-0.787878787878787
"224",-11
"225",19.25
"226",9.47692307692308
"227",17.965
"228",2.49473684210526
"229",33.1
"230",22.8016949152542
"231",5.93548387096774
"232",9.03214285714286
"233",NA
"234",-20.77
"235",-21.6851851851852
"236",-23.9
"237",-17.0083333333333
"238",7.76315789473684
"239",-25.8
"240",10.425
"241",11.535593220339
"242",4.92068965517241
"243",-4.38
"244",10.09
"245",-7.325
"246",NA
"247",13.3133333333333
"248",6.52222222222222
"249",-45.4222222222222
"250",4.73636363636363
"251",NA
"252",17.4478260869565
"253",7.91842105263158
"254",8.28571428571428
"255",-7.17619047619048
"256",32.9977777777778
"257",13.7272727272727
"258",7.76666666666667
"259",-8.45384615384615
"260",NA
"261",4.92068965517241
"262",22.1394736842105
"263",-3.84
"264",NA
"265",8.11318681318681
"266",-0.787878787878787
"267",15.9933333333333
"268",-6.46923076923077
"269",4.92068965517241
"270",NA
"271",4.92068965517241
"272",3.88076923076923
"273",8.11318681318681
"274",60.0111111111111
"275",-0.275757575757577
"276",-15.8923076923077
"277",13.553488372093
"278",24.9941176470588
"279",-8.36451612903226
