"","V1"
"1",0.297777777777778
"2",-0.327272727272727
"3",-2.86666666666667
"4",1.10769230769231
"5",-0.63076923076923
"6",-0.194117647058824
"7",-0.951851851851852
"8",-2.16153846153846
"9",-2.29659090909091
"10",-4.87826086956522
"11",2.7
"12",-1.68620689655172
"13",-2.10769230769231
"14",1
"15",1.51428571428572
"16",-0.8125
"17",0.0125000000000002
"18",-1.03736263736264
"19",-0.516666666666666
"20",-1.55454545454545
"21",-2.56923076923077
"22",-3.9
"23",-7.15
"24",-3.85217391304348
"25",0.461538461538461
"26",-0.133333333333333
"27",-0.0600000000000005
"28",1.79047619047619
"29",-7.32222222222222
"30",-1.03736263736264
"31",-2.86666666666667
"32",-1.3530303030303
"33",1.12222222222222
"34",0.15
"35",0.284033613445378
"36",-1.30877192982456
"37",-2.10526315789474
"38",0.284033613445378
"39",-1.68620689655172
"40",-1.33928571428571
"41",1.13333333333333
"42",-4.15
"43",-2.135
"44",0.850000000000001
"45",-2.8
"46",-1.68620689655172
"47",-4.81052631578947
"48",-4.15
"49",-7.3
"50",-0.471111111111111
"51",1.18
"52",-0.733333333333333
"53",1.05882352941176
"54",-7.32222222222222
"55",-1.98333333333333
"56",1.10769230769231
"57",1.45238095238095
"58",0.65
"59",-2.990625
"60",0.461538461538461
"61",0.284033613445378
"62",0.153333333333333
"63",-1.68620689655172
"64",-0.135849056603774
"65",1.99473684210526
"66",2.10454545454545
"67",-2.29659090909091
"68",-1.30714285714286
"69",-2.10526315789474
"70",-1.95833333333333
"71",0.699999999999999
"72",-0.371428571428572
"73",-2.84545454545455
"74",-3.775
"75",1.77837837837838
"76",0.483333333333333
"77",3.19259259259259
"78",-0.0956521739130434
"79",3.84
"80",2.78636363636364
"81",0.351515151515152
"82",-0.4
"83",-4.87826086956522
"84",-2.135
"85",-7.40909090909091
"86",-2.16153846153846
"87",-0.524193548387097
"88",-0.575757575757576
"89",0.15
"90",-2
"91",-1.98333333333333
"92",0.351515151515152
"93",-0.733333333333333
"94",-1.42727272727273
"95",0.722727272727273
"96",-1.08333333333333
"97",-1.30625
"98",0.13
"99",-1.92352941176471
"100",-3.33333333333333
"101",1
"102",-0.575757575757576
"103",-0.507407407407406
"104",-1.05666666666667
"105",1.2825
"106",-0.95
"107",-2.56
"108",-0.514285714285714
"109",1.77837837837838
"110",0.899999999999999
"111",-0.524193548387097
"112",-1.26521739130435
"113",-2.32222222222222
"114",1.41525423728813
"115",-5.48
"116",-1.25555555555555
"117",-2.55365853658537
"118",-1.03736263736264
"119",-1.26521739130435
"120",-2.50555555555556
"121",2.78857142857143
"122",-0.516666666666666
"123",-0.575757575757576
"124",-0.149999999999999
"125",-1.32820512820513
"126",-1.6
"127",-1.596
"128",0.336842105263158
"129",-0.575757575757576
"130",-1.17272727272727
"131",0.183333333333334
"132",-1.30625
"133",0.436842105263157
"134",2.78636363636364
"135",-5.37142857142857
"136",-2.69047619047619
"137",-4.39444444444444
"138",-0.587096774193549
"139",1.86923076923077
"140",-1.36
"141",1.61666666666667
"142",-3.33947368421053
"143",-3.56666666666667
"144",-1.68620689655172
"145",-0.831578947368421
"146",-1.26521739130435
"147",0.695
"148",0.929032258064517
"149",-1.65
"150",0.344444444444444
"151",-4.34705882352941
"152",-1.68620689655172
"153",-1.25853658536585
"154",1.61666666666667
"155",-0.342857142857143
"156",1.61666666666667
"157",-0.333333333333333
"158",-2.43333333333333
"159",-1.80666666666667
"160",1.67142857142857
"161",-0.575757575757576
"162",-2.10526315789474
"163",-3.9
"164",-1.03736263736264
"165",-1.03736263736264
"166",0.385714285714286
"167",-1.80666666666667
"168",3.05185185185185
"169",-1.05
"170",0.572727272727272
"171",3.08333333333333
"172",4.97727272727273
"173",-2.83448275862069
"174",-4.16666666666667
"175",-1.53863636363636
"176",0.850000000000001
"177",1.45238095238095
"178",-1.96
"179",-1.43846153846154
"180",-0.135849056603774
"181",-1.03736263736264
"182",6.11538461538462
"183",-3.2
"184",-0.575757575757576
"185",0.284033613445378
"186",-2.44545454545455
"187",0.542857142857143
"188",-1.05
"189",-2.05555555555556
"190",-0.575757575757576
"191",-0.879166666666667
"192",-3.2
"193",-1.03736263736264
"194",-1.68620689655172
"195",-1.51428571428571
"196",1.28666666666667
"197",0.385714285714286
"198",-3.21333333333333
"199",-1.82857142857143
"200",-2.41428571428571
"201",-1.9625
"202",-0.575757575757576
"203",-5.57777777777778
"204",1.07407407407407
"205",1.2125
"206",-1.71428571428571
"207",-3.075
"208",2.7
"209",-3.11764705882353
"210",0.850000000000001
"211",-1.68620689655172
"212",1.24166666666667
"213",0.466666666666667
"214",1.07407407407407
"215",-2.27
"216",0.284033613445378
"217",4.125
"218",-1.03736263736264
"219",0.470000000000001
"220",-1.5
"221",-3.775
"222",1.42592592592593
"223",-5.15555555555556
"224",-2.22142857142857
"225",-1.27857142857143
"226",-2.35714285714286
"227",-1.30625
"228",0.351515151515152
"229",1.335
"230",0.9
"231",-2.22666666666667
"232",0.2
"233",-0.771428571428572
"234",1.77837837837838
"235",0.284033613445378
"236",-1.25555555555555
"237",-2.03529411764706
"238",0.929032258064517
"239",1.39444444444444
"240",-1.4375
"241",-0.575757575757576
"242",1.71428571428571
"243",-3.21333333333333
"244",-0.652631578947369
"245",-0.93
"246",-1.51428571428571
"247",-2.29659090909091
"248",-0.219047619047619
"249",-1.03736263736264
"250",0.0125000000000002
"251",-5.66666666666667
"252",-1.555
"253",-2.86666666666667
